Credibility Code,Sample Size Code,Precision Code,Abundance Code,Significance,AOU,Region,Species,Region Name,Model,N Routes,Trend,2.5%CI,97.5%CI,Relative Abundance
Y,Y,,Y,,6800,S04,MacGillivray's Warbler,Northwestern Interior Forest,Dh,13,0.175,-2.175,2.473,0.713
,,,,2,6800,S05,MacGillivray's Warbler,Northern Pacific Rainforest,Dh,145,-2.014,-2.845,-1.158,7.638
Y,Y,,Y,,6800,S06,MacGillivray's Warbler,Boreal Taiga Plains,Dh,6,-0.238,-3.012,2.367,0.182
,,,,2,6800,S09,MacGillivray's Warbler,Great Basin,Dh,115,-0.834,-1.59,-0.132,2.125
,,,,2,6800,S10,MacGillivray's Warbler,Northern Rockies,Dh,192,-1.471,-2.123,-0.852,10.998
,,,,,6800,S15,MacGillivray's Warbler,Sierra Nevada,Dh,34,-0.566,-1.772,0.626,5.056
,,,,,6800,S16,MacGillivray's Warbler,Southern Rockies/Colorado Plateau,Dh,118,0.067,-0.684,0.852,1.932
Y,Y,,Y,,6800,S17,MacGillivray's Warbler,Badlands and Prairies,Dh,13,-0.877,-2.763,1.1,0.594
R,,,R,,6800,S32,MacGillivray's Warbler,Coastal California,Dh,16,0.472,-1.846,3.275,0.081
R,R,Y,R,,6800,S34,MacGillivray's Warbler,Sierra Madre Occidental,Dh,3,-0.096,-3.19,2.848,0.057
Y,Y,,Y,,6800,AK,MacGillivray's Warbler,Alaska,Dh,10,-1.778,-4.848,0.795,0.265
Y,,,Y,2,6800,ALB,MacGillivray's Warbler,Alberta,Dh,16,-2.588,-4.406,-1.007,0.262
R,R,Y,R,,6800,ARI,MacGillivray's Warbler,Arizona,Dh,3,-0.096,-3.19,2.848,0.057
,,,,2,6800,BC,MacGillivray's Warbler,British Columbia,Dh,133,-1.978,-2.61,-1.36,13.763
,,,,,6800,CAL,MacGillivray's Warbler,California,Dh,86,-0.261,-1.133,0.595,1.496
,,,,,6800,COL,MacGillivray's Warbler,Colorado,Dh,71,-0.126,-1.133,0.907,3.407
,,,,,6800,IDA,MacGillivray's Warbler,Idaho,Dh,39,-0.277,-1.354,0.782,12.225
,,,,2,6800,MON,MacGillivray's Warbler,Montana,Dh,34,-1.286,-2.385,-0.204,5.595
Y,Y,,Y,,6800,NEV,MacGillivray's Warbler,Nevada,Dh,8,-0.628,-3.65,2.19,0.633
Y,Y,,Y,,6800,NM,MacGillivray's Warbler,New Mexico,Dh,10,0.254,-1.622,2.37,0.464
,,,,2,6800,ORE,MacGillivray's Warbler,Oregon,Dh,83,-1.597,-2.384,-0.812,3.287
Y,Y,,Y,,6800,SD,MacGillivray's Warbler,South Dakota,Dh,9,-0.519,-2.996,2.175,0.514
,,,,,6800,UT,MacGillivray's Warbler,Utah,Dh,39,0.404,-0.945,1.716,1.136
,,,,,6800,WAS,MacGillivray's Warbler,Washington,Dh,66,-0.734,-1.562,0.145,4.431
Y,,,Y,,6800,WYO,MacGillivray's Warbler,Wyoming,Dh,35,-0.234,-1.55,0.995,0.744
Y,Y,,Y,,6800,YT,MacGillivray's Warbler,Yukon,Dh,10,0.883,-1.661,3.354,0.169
,,,,2,6800,CAN,MacGillivray's Warbler,Canada,Dh,159,-1.964,-2.581,-1.365,6.234
,,,,2,6800,US,MacGillivray's Warbler,United States,Dh,493,-0.622,-1.077,-0.146,2.848
,,,,2,6800,SUR,MacGillivray's Warbler,Survey-wide,Dh,652,-1.457,-1.9,-1.032,4.248
,,,,2,6800,CA1,MacGillivray's Warbler,Canada (core),Dh,149,-1.987,-2.608,-1.378,8.389
,,,,2,6800,US1,MacGillivray's Warbler,United States (core),Dh,483,-0.615,-1.072,-0.135,3.011
,,,,2,6800,SU1,MacGillivray's Warbler,Survey-wide (core),Dh,632,-1.468,-1.915,-1.04,4.926
,,,,,6790,S06,Mourning Warbler,Boreal Taiga Plains,Dh,93,-0.5,-1.587,0.724,1.053
,,,,2,6790,S08,Mourning Warbler,Boreal Softwood Shield,Dh,128,-1.148,-2.172,-0.155,8.21
R,,,R,,6790,S11,Mourning Warbler,Prairie Potholes,Dh,17,-1.453,-3.876,0.951,0.026
,,,,2,6790,S12,Mourning Warbler,Boreal Hardwood Transition,Dh,265,-0.864,-1.307,-0.412,9.075
Y,,,Y,2,6790,S13,Mourning Warbler,Lower Great Lakes/St. Lawrence Plain,Dh,110,-1.074,-2.096,-0.127,0.657
,,,,2,6790,S14,Mourning Warbler,Atlantic Northern Forest,Dh,209,-2.709,-3.697,-1.71,1.133
Y,,,Y,2,6790,S23,Mourning Warbler,Prairie Hardwood Transition,Dh,62,-2.464,-3.875,-1.121,0.473
Y,,,Y,,6790,S28,Mourning Warbler,Appalachian Mountains,Dh,54,-0.104,-1.525,1.425,0.185
Y,,,Y,,6790,ALB,Mourning Warbler,Alberta,Dh,44,-1.046,-2.32,0.327,0.615
Y,Y,,,,6790,BC,Mourning Warbler,British Columbia,Dh,6,-0.689,-3.039,1.793,1.424
,,,,,6790,MAN,Mourning Warbler,Manitoba,Dh,45,-0.467,-1.411,0.543,3.017
R,R,Y,R,,6790,MAS,Mourning Warbler,Massachusetts,Dh,4,-0.557,-5.42,3.426,0.073
R,R,R,R,,6790,MD,Mourning Warbler,Maryland,Dh,3,-2.33,-14.662,2.826,0.023
Y,,Y,Y,2,6790,ME,Mourning Warbler,Maine,Dh,41,-3.84,-7.366,-1.015,0.413
,,,,,6790,MIC,Mourning Warbler,Michigan,Dh,56,-0.755,-2.103,0.636,3.485
,,,,,6790,MIN,Mourning Warbler,Minnesota,Dh,39,-0.34,-1.068,0.424,4.579
Y,,,Y,2,6790,NB,Mourning Warbler,New Brunswick,Dh,35,-5.11,-7.221,-3.028,0.785
,,,,2,6790,NF,Mourning Warbler,Newfoundland,Dh,24,-2.83,-5.01,-0.71,2.431
Y,Y,Y,Y,,6790,NH,Mourning Warbler,New Hampshire,Dh,12,2.734,-0.631,6.432,0.226
,,,,2,6790,NS,Mourning Warbler,Nova Scotia,Dh,26,-2.353,-4.008,-0.613,1.161
R,R,Y,Y,,6790,NWT,Mourning Warbler,Northwest Territories,Dh,3,-0.308,-4.388,3.956,0.215
Y,,,Y,,6790,NY,Mourning Warbler,New York,Dh,73,-0.647,-1.882,0.608,0.753
,,,,,6790,ONT,Mourning Warbler,Ontario,Dh,200,-1.052,-2.176,0.038,10.944
Y,,,Y,,6790,PA,Mourning Warbler,Pennsylvania,Dh,29,0.033,-2.188,2.233,0.183
R,R,,,,6790,PEI,Mourning Warbler,Prince Edward Island,Dh,4,-0.845,-2.948,1.47,2.126
,,,,,6790,QUE,Mourning Warbler,Quebec,Dh,168,-0.802,-2.179,0.376,6.691
,,,,,6790,SAS,Mourning Warbler,Saskatchewan,Dh,25,-0.029,-2.027,2.058,1.228
Y,,,Y,,6790,VT,Mourning Warbler,Vermont,Dh,19,-1.692,-4.49,0.904,0.786
,,,,2,6790,WIS,Mourning Warbler,Wisconsin,Dh,76,-3.075,-3.848,-2.328,4.737
R,Y,Y,R,,6790,WV,Mourning Warbler,West Virginia,Dh,6,-0.99,-4.491,2.974,0.063
,,,,2,6790,CAN,Mourning Warbler,Canada,Dh,580,-1.005,-1.723,-0.346,4.204
,,,,2,6790,US,Mourning Warbler,United States,Dh,358,-1.314,-1.845,-0.783,2.537
,,,,2,6790,SUR,Mourning Warbler,Survey-wide,Dh,938,-1.041,-1.672,-0.457,3.884
,,,,2,6790,CA1,Mourning Warbler,Canada (core),Dh,553,-0.917,-1.675,-0.225,4.913
,,,,2,6790,US1,Mourning Warbler,United States (core),Dh,358,-1.314,-1.845,-0.783,2.537
,,,,2,6790,SU1,Mourning Warbler,Survey-wide (core),Dh,911,-0.966,-1.629,-0.358,4.38
R,R,,R,,6770,S13,Kentucky Warbler,Lower Great Lakes/St. Lawrence Plain,Dh,4,-0.391,-3.291,2.308,0.058
R,Y,,R,,6770,S21,Kentucky Warbler,Oaks and Prairies,Dh,10,-1.124,-3.855,1.606,0.06
Y,,,Y,,6770,S22,Kentucky Warbler,Eastern Tallgrass Prairie,Dh,80,0.987,-0.24,2.382,0.3
,,,,,6770,S24,Kentucky Warbler,Central Hardwoods,Dh,134,0.551,-0.06,1.139,2.999
,,,,,6770,S25,Kentucky Warbler,West Gulf Coastal Plain/ouachitas,Dh,87,-0.871,-1.727,0.012,4.411
Y,,,Y,2,6770,S26,Kentucky Warbler,Mississippi Alluvial Valley,Dh,32,-2.349,-4.387,-0.449,0.347
,,,,,6770,S27,Kentucky Warbler,Southeastern Coastal Plain,Dh,198,0.609,-0.203,1.437,1.185
,,,,2,6770,S28,Kentucky Warbler,Appalachian Mountains,Dh,203,-1.63,-2.56,-0.606,1.599
Y,,,Y,,6770,S29,Kentucky Warbler,Piedmont,Dh,106,0.491,-0.604,1.763,0.562
Y,,,Y,2,6770,S30,Kentucky Warbler,New England/mid-Atlantic Coast,Dh,50,-3.41,-4.76,-2.18,0.501
,,,,1,6770,ALA,Kentucky Warbler,Alabama,Dh,92,0.989,0.173,1.862,1.733
,,,,,6770,ARK,Kentucky Warbler,Arkansas,Dh,43,-0.302,-1.312,0.769,4.959
Y,Y,,Y,2,6770,DEL,Kentucky Warbler,Delaware,Dh,12,-3.54,-6.547,-0.835,0.38
R,,Y,R,,6770,FLA,Kentucky Warbler,Florida,Dh,18,-0.813,-4.037,2.317,0.099
Y,,,Y,,6770,GA,Kentucky Warbler,Georgia,Dh,73,0.628,-0.604,1.891,0.606
Y,,,Y,,6770,ILL,Kentucky Warbler,Illinois,Dh,41,0.551,-0.835,1.939,0.454
Y,,,Y,2,6770,IND,Kentucky Warbler,Indiana,Dh,25,-1.311,-2.501,-0.14,0.984
Y,Y,Y,Y,,6770,KAN,Kentucky Warbler,Kansas,Dh,12,1.953,-1.168,5.036,0.173
,,,,,6770,KY,Kentucky Warbler,Kentucky,Dh,44,0.286,-0.844,1.477,4.062
,,,,2,6770,LA,Kentucky Warbler,Louisiana,Dh,52,-1.7,-3.01,-0.342,2.497
Y,,,Y,2,6770,MD,Kentucky Warbler,Maryland,Dh,57,-3.771,-5.027,-2.523,0.661
,,,,,6770,MIS,Kentucky Warbler,Mississippi,Dh,38,1.184,-0.171,2.592,2.494
,,,,,6770,MO,Kentucky Warbler,Missouri,Dh,66,0.952,-0.123,2.03,2.191
Y,,,Y,2,6770,NC,Kentucky Warbler,North Carolina,Dh,48,-2.319,-3.837,-0.766,0.286
R,Y,,R,,6770,NJ,Kentucky Warbler,New Jersey,Dh,8,-2.127,-4.621,0.382,0.057
Y,,,Y,2,6770,OHI,Kentucky Warbler,Ohio,Dh,25,-3.321,-4.851,-1.764,0.788
Y,,,Y,,6770,OKL,Kentucky Warbler,Oklahoma,Dh,15,-0.895,-2.649,0.966,0.664
Y,,,Y,2,6770,PA,Kentucky Warbler,Pennsylvania,Dh,48,-5.371,-6.861,-3.878,0.104
Y,,,Y,,6770,SC,Kentucky Warbler,South Carolina,Dh,27,-1.296,-3.322,0.733,0.435
,,,,1,6770,TEN,Kentucky Warbler,Tennessee,Dh,41,1.484,0.489,2.604,2.821
Y,,,Y,2,6770,TEX,Kentucky Warbler,Texas,Dh,28,-2.525,-3.963,-1.159,0.499
Y,,,Y,2,6770,VA,Kentucky Warbler,Virginia,Dh,40,-4.002,-5.855,-1.911,0.362
,,,,2,6770,WV,Kentucky Warbler,West Virginia,Dh,51,-5.76,-7.176,-4.343,1.328
,,,,,6770,US,Kentucky Warbler,United States,Dh,904,-0.257,-0.63,0.114,1.436
,,,,,6770,SUR,Kentucky Warbler,Survey-wide,Dh,904,-0.257,-0.63,0.114,1.436
,,,,,6770,US1,Kentucky Warbler,United States (core),Dh,904,-0.257,-0.63,0.114,1.436
,,,,,6770,SU1,Kentucky Warbler,Survey-wide (core),Dh,904,-0.257,-0.63,0.114,1.436
Y,,,Y,,6810,S04,Common Yellowthroat,Northwestern Interior Forest,Dh,51,1.125,-0.059,2.441,0.903
,,,,,6810,S05,Common Yellowthroat,Northern Pacific Rainforest,Dh,136,-0.631,-1.288,0.023,2.321
,,,,,6810,S06,Common Yellowthroat,Boreal Taiga Plains,Dh,134,-0.189,-0.818,0.455,4.045
,,,,,6810,S08,Common Yellowthroat,Boreal Softwood Shield,Dh,134,-0.324,-1.287,0.605,7.896
Y,,,Y,1,6810,S09,Common Yellowthroat,Great Basin,Dh,135,1.524,0.624,2.432,0.41
,,,,,6810,S10,Common Yellowthroat,Northern Rockies,Dh,197,-0.311,-0.948,0.32,2.217
,,,,,6810,S11,Common Yellowthroat,Prairie Potholes,Dh,294,-0.145,-0.497,0.182,8.219
,,,,,6810,S12,Common Yellowthroat,Boreal Hardwood Transition,Dh,277,0.104,-0.12,0.335,18.912
,,,,2,6810,S13,Common Yellowthroat,Lower Great Lakes/St. Lawrence Plain,Dh,174,-0.343,-0.598,-0.084,19.174
,,,,2,6810,S14,Common Yellowthroat,Atlantic Northern Forest,Dh,284,-0.497,-0.729,-0.265,23.066
R,R,Y,R,,6810,S15,Common Yellowthroat,Sierra Nevada,Dh,4,-0.587,-4.364,3.643,0.011
Y,,,Y,,6810,S16,Common Yellowthroat,Southern Rockies/Colorado Plateau,Dh,93,0.502,-0.504,1.611,0.185
,,,,2,6810,S17,Common Yellowthroat,Badlands and Prairies,Dh,88,-0.965,-1.852,-0.13,1.72
Y,,,Y,,6810,S18,Common Yellowthroat,Shortgrass Prairie,Dh,41,1.225,-0.438,3.375,0.2
,,,,2,6810,S19,Common Yellowthroat,Central Mixed Grass Prairie,Dh,81,-1.307,-2.165,-0.442,1.7
R,R,R,R,,6810,S20,Common Yellowthroat,Edwards Plateau,Dh,3,4.281,-0.55,13.027,0.019
Y,,,Y,,6810,S21,Common Yellowthroat,Oaks and Prairies,Dh,27,-1.134,-3.482,1.563,0.141
,,,,2,6810,S22,Common Yellowthroat,Eastern Tallgrass Prairie,Dh,259,-1.034,-1.359,-0.704,13.689
,,,,2,6810,S23,Common Yellowthroat,Prairie Hardwood Transition,Dh,141,-0.453,-0.736,-0.174,28.313
,,,,2,6810,S24,Common Yellowthroat,Central Hardwoods,Dh,145,-0.809,-1.107,-0.506,13.425
,,,,2,6810,S25,Common Yellowthroat,West Gulf Coastal Plain/ouachitas,Dh,86,-3.734,-4.495,-2.999,4.806
,,,,2,6810,S26,Common Yellowthroat,Mississippi Alluvial Valley,Dh,55,-3.358,-4.25,-2.49,4.993
,,,,2,6810,S27,Common Yellowthroat,Southeastern Coastal Plain,Dh,280,-1.46,-1.814,-1.106,9.309
,,,,2,6810,S28,Common Yellowthroat,Appalachian Mountains,Dh,305,-1.81,-2.046,-1.569,13.449
,,,,2,6810,S29,Common Yellowthroat,Piedmont,Dh,149,-1.021,-1.482,-0.54,6.665
,,,,2,6810,S30,Common Yellowthroat,New England/mid-Atlantic Coast,Dh,130,-1.811,-2.175,-1.431,12.462
,,,,2,6810,S31,Common Yellowthroat,Peninsular Florida,Dh,52,-4.201,-5.115,-3.328,4.397
Y,,,Y,,6810,S32,Common Yellowthroat,Coastal California,Dh,55,1.039,-0.713,2.918,0.567
Y,,,Y,,6810,S33,Common Yellowthroat,Sonoran and Mojave Deserts,Dh,23,-0.377,-2.26,1.199,0.484
Y,Y,Y,Y,2,6810,S34,Common Yellowthroat,Sierra Madre Occidental,Dh,10,-4.095,-8.219,-0.984,0.197
Y,,,Y,,6810,S35,Common Yellowthroat,Chihuahuan Desert,Dh,19,0.12,-1.508,1.784,0.222
R,Y,R,R,,6810,S36,Common Yellowthroat,Tamaulipan Brushlands,Dh,7,2.892,-3.774,10.441,0.058
,,,,,6810,S37,Common Yellowthroat,Gulf Coastal Prairie,Dh,33,-0.875,-2.567,0.989,5.362
,,,,,6810,ALA,Common Yellowthroat,Alabama,Dh,99,-0.199,-0.804,0.434,6.09
R,,,R,1,6810,AK,Common Yellowthroat,Alaska,Dh,23,2.719,0.672,4.94,0.079
,,,,2,6810,ALB,Common Yellowthroat,Alberta,Dh,156,-2.045,-2.831,-1.267,2.064
Y,,,Y,,6810,ARI,Common Yellowthroat,Arizona,Dh,21,-1.353,-3.381,0.32,0.412
,,,,2,6810,ARK,Common Yellowthroat,Arkansas,Dh,52,-3.578,-4.373,-2.782,5.792
,,,,2,6810,BC,Common Yellowthroat,British Columbia,Dh,135,-0.682,-1.439,-0.019,3.71
Y,,,Y,,6810,CAL,Common Yellowthroat,California,Dh,95,0.698,-0.752,2.049,0.386
Y,,,Y,,6810,COL,Common Yellowthroat,Colorado,Dh,65,-0.297,-1.358,0.776,0.256
,,,,,6810,CON,Common Yellowthroat,Connecticut,Dh,17,-0.614,-1.594,0.394,11.71
,,,,2,6810,DEL,Common Yellowthroat,Delaware,Dh,14,-2.647,-3.673,-1.654,13.008
,,,,2,6810,FLA,Common Yellowthroat,Florida,Dh,89,-2.345,-2.982,-1.726,5.862
,,,,2,6810,GA,Common Yellowthroat,Georgia,Dh,102,-0.806,-1.379,-0.191,6.611
,,,,2,6810,IA,Common Yellowthroat,Iowa,Dh,37,-0.791,-1.39,-0.177,23.565
Y,,,Y,1,6810,IDA,Common Yellowthroat,Idaho,Dh,32,1.678,0.232,3.138,0.288
,,,,,6810,ILL,Common Yellowthroat,Illinois,Dh,104,-0.244,-0.635,0.161,11.458
,,,,2,6810,IND,Common Yellowthroat,Indiana,Dh,63,-0.673,-1.118,-0.235,17.186
,,,,2,6810,KAN,Common Yellowthroat,Kansas,Dh,52,-2.971,-4.009,-1.911,1.259
,,,,2,6810,KY,Common Yellowthroat,Kentucky,Dh,49,-0.667,-1.188,-0.166,16.885
,,,,2,6810,LA,Common Yellowthroat,Louisiana,Dh,77,-2.723,-3.653,-1.722,6.582
,,,,1,6810,MAN,Common Yellowthroat,Manitoba,Dh,80,1.715,1.026,2.542,10.197
,,,,2,6810,MAS,Common Yellowthroat,Massachusetts,Dh,28,-1.682,-2.297,-1.085,18.4
,,,,2,6810,MD,Common Yellowthroat,Maryland,Dh,67,-1.433,-1.887,-0.996,10.327
,,,,2,6810,ME,Common Yellowthroat,Maine,Dh,68,-1.691,-2.258,-1.101,23.853
,,,,,6810,MIC,Common Yellowthroat,Michigan,Dh,84,0.382,-0.108,0.891,15.731
,,,,2,6810,MIN,Common Yellowthroat,Minnesota,Dh,85,-0.572,-0.845,-0.293,33.884
,,,,2,6810,MIS,Common Yellowthroat,Mississippi,Dh,46,-2.307,-3.286,-1.367,10.347
,,,,2,6810,MO,Common Yellowthroat,Missouri,Dh,85,-1.457,-1.992,-0.94,13.08
,,,,2,6810,MON,Common Yellowthroat,Montana,Dh,86,-0.891,-1.578,-0.196,1.629
,,,,2,6810,NB,Common Yellowthroat,New Brunswick,Dh,47,-1.073,-1.601,-0.527,25.184
,,,,2,6810,NC,Common Yellowthroat,North Carolina,Dh,85,-2.331,-2.825,-1.851,7.823
,,,,,6810,ND,Common Yellowthroat,North Dakota,Dh,49,0.399,-0.133,0.944,15.549
,,,,2,6810,NEB,Common Yellowthroat,Nebraska,Dh,65,-0.798,-1.514,-0.073,4.923
Y,Y,Y,Y,,6810,NEV,Common Yellowthroat,Nevada,Dh,13,3.19,-0.754,7.763,0.25
,,,,,6810,NF,Common Yellowthroat,Newfoundland,Dh,29,-0.456,-1.935,0.851,3.121
,,,,2,6810,NH,Common Yellowthroat,New Hampshire,Dh,25,-0.712,-1.221,-0.223,25.646
,,,,2,6810,NJ,Common Yellowthroat,New Jersey,Dh,35,-2.291,-3.139,-1.448,8.712
Y,,,Y,,6810,NM,Common Yellowthroat,New Mexico,Dh,29,0.196,-1.106,1.405,0.145
,,,,1,6810,NS,Common Yellowthroat,Nova Scotia,Dh,40,0.689,0.077,1.313,21.998
Y,Y,,,,6810,NWT,Common Yellowthroat,Northwest Territories,Dh,11,0.914,-0.996,3.162,1.787
,,,,2,6810,NY,Common Yellowthroat,New York,Dh,117,-1.037,-1.38,-0.704,24.204
,,,,2,6810,OHI,Common Yellowthroat,Ohio,Dh,67,-2.174,-2.646,-1.71,13.604
Y,,,Y,2,6810,OKL,Common Yellowthroat,Oklahoma,Dh,34,-1.892,-2.898,-0.871,0.922
,,,,,6810,ONT,Common Yellowthroat,Ontario,Dh,214,0.345,-0.036,0.71,9.062
,,,,2,6810,ORE,Common Yellowthroat,Oregon,Dh,75,-0.804,-1.508,-0.188,1.044
,,,,2,6810,PA,Common Yellowthroat,Pennsylvania,Dh,109,-1.779,-2.077,-1.482,19.933
R,R,,,,6810,PEI,Common Yellowthroat,Prince Edward Island,Dh,4,-0.857,-2.039,0.318,31.647
,,,,2,6810,QUE,Common Yellowthroat,Quebec,Dh,184,-0.947,-1.748,-0.146,14.001
R,R,Y,,,6810,RI,Common Yellowthroat,Rhode Island,Dh,4,-1.782,-4.786,1.434,12.353
,,,,,6810,SAS,Common Yellowthroat,Saskatchewan,Dh,88,0.9,-0.23,2.07,2.71
,,,,2,6810,SC,Common Yellowthroat,South Carolina,Dh,42,-2.376,-3.511,-1.214,5.295
,,,,2,6810,SD,Common Yellowthroat,South Dakota,Dh,54,-1.491,-2.301,-0.699,7.884
,,,,2,6810,TEN,Common Yellowthroat,Tennessee,Dh,44,-1.726,-2.298,-1.15,13.041
Y,,,Y,2,6810,TEX,Common Yellowthroat,Texas,Dh,87,-2.429,-3.84,-1.013,0.259
Y,,,Y,1,6810,UT,Common Yellowthroat,Utah,Dh,39,2.206,0.492,4.258,0.211
,,,,,6810,VA,Common Yellowthroat,Virginia,Dh,54,-0.812,-1.633,0.007,7.281
,,,,,6810,VT,Common Yellowthroat,Vermont,Dh,25,-0.063,-0.578,0.478,33.467
,,,,,6810,WAS,Common Yellowthroat,Washington,Dh,68,-0.275,-1.143,0.592,2.721
,,,,2,6810,WIS,Common Yellowthroat,Wisconsin,Dh,94,-0.346,-0.66,-0.038,28.274
,,,,2,6810,WV,Common Yellowthroat,West Virginia,Dh,53,-3.005,-3.718,-2.271,7.015
Y,,,Y,,6810,WYO,Common Yellowthroat,Wyoming,Dh,64,0.261,-0.673,1.179,0.557
,,,,1,6810,YT,Common Yellowthroat,Yukon,Dh,39,1.589,0.159,3.104,2.283
,,,,,6810,CAN,Common Yellowthroat,Canada,Dh,1027,-0.058,-0.39,0.271,6.52
,,,,2,6810,US,Common Yellowthroat,United States,Dh,2871,-0.952,-1.049,-0.85,6.247
,,,,2,6810,SUR,Common Yellowthroat,Survey-wide,Dh,3898,-0.597,-0.737,-0.451,6.35
,,,,,6810,CA1,Common Yellowthroat,Canada (core),Dh,948,-0.13,-0.475,0.215,7.74
,,,,2,6810,US1,Common Yellowthroat,United States (core),Dh,2848,-0.957,-1.055,-0.856,7.019
,,,,2,6810,SU1,Common Yellowthroat,Survey-wide (core),Dh,3796,-0.642,-0.782,-0.495,7.266
Y,,,Y,,6840,S13,Hooded Warbler,Lower Great Lakes/St. Lawrence Plain,Dh,46,-0.44,-1.883,0.873,0.531
R,R,Y,R,,6840,S14,Hooded Warbler,Atlantic Northern Forest,Dh,2,0.592,-3.795,5.713,0.013
R,Y,Y,R,,6840,S21,Hooded Warbler,Oaks and Prairies,Dh,7,1.125,-2.612,5.072,0.02
R,R,Y,R,,6840,S22,Hooded Warbler,Eastern Tallgrass Prairie,Dh,4,0.281,-3.63,5.31,0.004
R,,,R,,6840,S23,Hooded Warbler,Prairie Hardwood Transition,Dh,19,0.15,-2.757,3.204,0.043
Y,,,Y,1,6840,S24,Hooded Warbler,Central Hardwoods,Dh,66,3.053,1.912,4.232,0.458
,,,,1,6840,S25,Hooded Warbler,West Gulf Coastal Plain/ouachitas,Dh,79,1.728,0.899,2.555,10.589
Y,,,Y,,6840,S26,Hooded Warbler,Mississippi Alluvial Valley,Dh,19,-1.897,-4.33,0.333,0.428
,,,,,6840,S27,Hooded Warbler,Southeastern Coastal Plain,Dh,246,0.695,-0.025,1.42,4.262
,,,,1,6840,S28,Hooded Warbler,Appalachian Mountains,Dh,257,1.25,0.65,1.886,4.409
,,,,1,6840,S29,Hooded Warbler,Piedmont,Dh,107,1.841,0.867,2.838,1.769
Y,,,Y,,6840,S30,Hooded Warbler,New England/mid-Atlantic Coast,Dh,52,-0.146,-1.743,1.721,0.827
R,R,Y,R,,6840,S31,Hooded Warbler,Peninsular Florida,Dh,1,-1.94,-7.829,1.925,0.008
R,R,Y,Y,,6840,S37,Hooded Warbler,Gulf Coastal Prairie,Dh,4,0.012,-3.594,3.416,0.272
,,,,1,6840,ALA,Hooded Warbler,Alabama,Dh,91,2.148,1.427,2.868,4.335
,,,,1,6840,ARK,Hooded Warbler,Arkansas,Dh,33,3.679,2.473,4.941,3.717
Y,Y,Y,Y,,6840,CON,Hooded Warbler,Connecticut,Dh,10,0.611,-2.936,4.606,0.242
R,R,Y,R,,6840,DEL,Hooded Warbler,Delaware,Dh,4,-0.71,-4.483,3.192,0.056
Y,,,Y,2,6840,FLA,Hooded Warbler,Florida,Dh,29,-3.959,-5.502,-2.344,0.409
,,,,1,6840,GA,Hooded Warbler,Georgia,Dh,87,1.502,0.401,2.561,1.629
R,Y,,R,,6840,ILL,Hooded Warbler,Illinois,Dh,7,1.529,-1.191,4.714,0.033
Y,Y,,Y,,6840,IND,Hooded Warbler,Indiana,Dh,10,0.088,-2.254,2.385,0.751
,,,,1,6840,KY,Hooded Warbler,Kentucky,Dh,28,2.068,0.686,3.49,5.605
,,,,,6840,LA,Hooded Warbler,Louisiana,Dh,56,0.648,-0.349,1.665,10.111
,,,,2,6840,MD,Hooded Warbler,Maryland,Dh,46,-1.514,-2.518,-0.48,1.025
R,Y,Y,R,,6840,MIC,Hooded Warbler,Michigan,Dh,11,-0.021,-3.308,3.405,0.098
,,,,,6840,MIS,Hooded Warbler,Mississippi,Dh,35,1.152,-0.189,2.544,8.221
R,,Y,R,1,6840,MO,Hooded Warbler,Missouri,Dh,14,5.312,1.942,8.818,0.056
,,,,,6840,NC,Hooded Warbler,North Carolina,Dh,70,0.013,-1.024,1.132,4.531
Y,Y,,Y,,6840,NJ,Hooded Warbler,New Jersey,Dh,13,1.153,-1.518,3.937,0.216
Y,,,Y,1,6840,NY,Hooded Warbler,New York,Dh,42,3.216,1.696,4.769,0.222
,,,,1,6840,OHI,Hooded Warbler,Ohio,Dh,28,1.937,0.235,3.635,2.8
R,R,Y,,1,6840,OKL,Hooded Warbler,Oklahoma,Dh,4,3.926,0.767,7.903,1.177
R,R,Y,R,,6840,ONT,Hooded Warbler,Ontario,Dh,3,1.455,-2.482,6.599,0.007
,,,,1,6840,PA,Hooded Warbler,Pennsylvania,Dh,87,0.864,0.055,1.705,1.438
R,R,Y,Y,,6840,RI,Hooded Warbler,Rhode Island,Dh,3,1.709,-1.912,6.784,0.177
,,,,,6840,SC,Hooded Warbler,South Carolina,Dh,38,0.751,-0.639,2.203,2.009
,,,,1,6840,TEN,Hooded Warbler,Tennessee,Dh,34,2.986,1.834,4.312,1.206
,,,,1,6840,TEX,Hooded Warbler,Texas,Dh,27,1.902,0.456,3.441,3.263
,,,,,6840,VA,Hooded Warbler,Virginia,Dh,42,0.932,-0.624,2.937,2.532
R,Y,Y,R,,6840,WIS,Hooded Warbler,Wisconsin,Dh,8,1.226,-2.667,6.376,0.008
,,,,,6840,WV,Hooded Warbler,West Virginia,Dh,49,-0.915,-2.015,0.127,4.816
R,R,Y,R,,6840,CAN,Hooded Warbler,Canada,Dh,3,1.455,-2.482,6.599,0.007
,,,,1,6840,US,Hooded Warbler,United States,Dh,906,1.214,0.819,1.611,2.867
,,,,1,6840,SUR,Hooded Warbler,Survey-wide,Dh,909,1.214,0.819,1.611,2.772
R,R,Y,R,,6840,CA1,Hooded Warbler,Canada (core),Dh,3,1.455,-2.482,6.599,0.007
,,,,1,6840,US1,Hooded Warbler,United States (core),Dh,906,1.214,0.819,1.611,2.867
